"image path","(minimum r, minimum c, maximum r, maximum c, label)"
"/storage/hpc/group/kazic-lab/NN/malaria/images/2cc3c4ad-670f-41b6-8910-0704cbc192ef.png","[(1187, 199, 1312, 326, 4), (1061, 807, 1160, 950, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/8b89b3fc-95ef-4f2e-b94b-0291dbffe0f4.png","[(460, 99, 641, 197, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/83d4e1fe-da84-4175-a9e2-8efc18782dcf.png","[(41, 65, 191, 186, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/2a91387a-d30f-418d-ac3a-f7cfa6836261.png","[(405, 274, 527, 397, 4), (502, 519, 635, 649, 1), (1362, 933, 1477, 1049, 4), (260, 681, 379, 805, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/0f735cca-051c-4048-a1fa-cb36f389e12f.png","[(1024, 229, 1119, 348, 5), (857, 619, 1011, 750, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/98c25ffe-c329-420a-bc22-b082f565eac9.png","[(1141, 883, 1294, 1060, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/452482bc-24a3-413e-ba03-fad4c9d61f3c.png","[(1158, 150, 1271, 271, 4), (255, 394, 363, 528, 4), (1234, 550, 1362, 681, 5)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/b7a0d235-2217-43b4-aeff-cde4ccaf6789.png","[(736, 522, 878, 711, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/a4d7a7e1-5ae1-486d-b6ee-c9af1476ccad.png","[(1079, 157, 1193, 271, 1), (78, 532, 194, 670, 1), (1390, 193, 1530, 301, 1), (716, 1004, 850, 1147, 1), (992, 612, 1108, 675, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/5836500a-221e-40ca-a8be-caaa37f7d300.png","[(498, 172, 594, 272, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/a2de1248-7bc0-44dc-b508-70a357eedd68.png","[(261, 241, 390, 364, 2), (40, 647, 154, 760, 1), (1324, 131, 1493, 263, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/c3042130-a6e2-458f-9fde-bb012f68f5f2.png","[(609, 323, 738, 505, 2), (139, 561, 262, 725, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/6231d81d-9e84-4a5a-8cb8-47c6a37a0176.png","[(1115, 923, 1232, 1042, 4), (204, 461, 292, 548, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/a4fbb9f2-9b75-4fdc-877d-2feaafac25b3.png","[(535, 928, 663, 1064, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/affa429c-0315-4c18-a002-13bb3ecab259.png","[(701, 716, 850, 880, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/09ecf7be-28e2-4531-b9e2-07e01c44097d.png","[(1244, 571, 1358, 682, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/2c4d72f1-71a6-4bf1-b5d9-8023c7bbec74.png","[(228, 739, 377, 913, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/25865b39-56fb-409a-8800-3d368dd264ed.jpg","[(813, 471, 1002, 619, 1), (880, 88, 1029, 256, 1), (935, 243, 1120, 420, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/b34e65f6-c32e-42f1-a437-4a037c75a231.png","[(778, 7, 897, 135, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/cc275c45-7511-4070-84af-10b8ffebda53.png","[(299, 648, 480, 810, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/4a717a39-80f8-4b75-a25e-c46d65d7dcd5.png","[(1136, 923, 1270, 1047, 1), (294, 165, 419, 297, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/b1d312cf-1f52-4955-bf42-58d3664c254a.jpg","[(735, 183, 898, 356, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/ac4d6507-d710-497b-ad7c-e0dd75c1d06d.png","[(816, 576, 994, 705, 1), (475, 694, 614, 864, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/3ff98212-7c2a-46cd-afb7-34a2479bed07.png","[(245, 585, 346, 680, 1), (583, 919, 721, 1023, 3), (1172, 517, 1319, 651, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/7c870293-2665-4a6b-a4fa-336959051dfc.png","[(846, 475, 988, 604, 1), (1227, 223, 1360, 318, 5)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/4935818a-7e7a-4f44-a3b6-b361d1abfe16.png","[(717, 933, 835, 1059, 1), (434, 100, 561, 286, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/f48bf825-13c4-42fc-8dd8-10cc4ae6b202.png","[(1184, 209, 1317, 342, 3), (369, 70, 499, 168, 4), (176, 454, 313, 582, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/cea1cd9b-9b03-407b-ad8d-348155567dab.jpg","[(1102, 197, 1246, 373, 1), (637, 522, 824, 709, 1), (684, 477, 889, 615, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/191f87a4-6f2d-49e7-bba0-08e3aa78ddaf.png","[(374, 58, 521, 194, 3), (637, 1021, 752, 1123, 3), (1189, 347, 1338, 467, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/3f26fbbc-deb1-494f-b71c-c7cb3d4819fb.png","[(918, 198, 1080, 336, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/f4c00b8c-d675-4255-8277-ca65bd757f51.png","[(936, 46, 1069, 159, 1), (428, 402, 550, 533, 1), (107, 903, 265, 1017, 6)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/f28e6d66-af71-40c1-b30c-da71d7230a3f.png","[(213, 120, 346, 248, 6), (37, 836, 201, 955, 2), (1019, 0, 1160, 116, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/19370afd-f897-47d8-bfae-c0d257bbf795.png","[(1282, 181, 1416, 310, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/95d5e689-c1d1-4ae8-a659-cc20c62a99f0.png","[(297, 885, 449, 1020, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/1315c2a4-0794-4dfa-a709-e2451723d2b6.png","[(1255, 138, 1404, 267, 2), (975, 78, 1145, 231, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/fe00fa09-d3c8-485b-9d0f-3cce556c9edd.png","[(1176, 550, 1312, 690, 3), (1179, 787, 1287, 925, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/c649e1cb-4029-4433-b231-d67d68f7391a.png","[(795, 927, 940, 1064, 6)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/67f5ca94-d84e-490e-bf0d-4ffba7bdbe30.png","[(1025, 502, 1179, 619, 6)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/408745a6-79fb-4804-9c24-e2d6673f8f2e.jpg","[(819, 381, 981, 517, 4), (366, 210, 524, 358, 4), (1033, 784, 1199, 935, 4), (526, 258, 713, 371, 4), (700, 785, 906, 899, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/21116b9d-e6be-483f-8394-e74622b2e182.jpg","[(1332, 100, 1515, 256, 1), (688, 377, 879, 538, 1), (766, 680, 999, 869, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/ed0bee2f-05e0-4392-8357-19750cec577c.png","[(288, 811, 406, 914, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/04de3a31-fc09-40be-9c2c-9830c57f809d.png","[(1340, 992, 1482, 1116, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/a302a6fa-f635-4ade-b72b-b6f3c2a34ec9.png","[(807, 718, 933, 842, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/3dcd4f1b-ce43-4a34-b1ed-076bb42963b1.png","[(994, 894, 1135, 1021, 1), (118, 278, 255, 418, 1), (596, 491, 728, 613, 1), (541, 103, 671, 243, 1), (1425, 826, 1529, 1069, 1), (381, 978, 477, 1069, 5), (351, 894, 468, 977, 5), (1110, 103, 1221, 250, 1), (761, 235, 963, 340, 1), (8, 130, 143, 252, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/3892b776-f49a-4368-b0fa-7e855e76ccec.png","[(501, 773, 633, 913, 3), (1401, 385, 1577, 514, 1), (43, 925, 154, 1108, 1), (367, 666, 501, 793, 1), (1011, 1058, 1136, 1200, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/738b7be5-59b5-4d8c-8769-cbf2385b9fc7.jpg","[(618, 443, 800, 614, 1), (678, 239, 839, 400, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/b1145408-feae-4637-b4cf-3e70b99cc62d.png","[(105, 123, 215, 230, 5), (554, 330, 685, 445, 1), (1320, 332, 1443, 450, 1), (374, 884, 519, 1008, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/8e72e20e-e714-4db6-a1da-c05a409257d4.png","[(611, 305, 742, 419, 1), (251, 440, 364, 560, 1), (180, 211, 301, 322, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/eef2ac0b-42de-4bc3-a3c3-d5fcd597fbe4.png","[(687, 325, 808, 452, 4), (1383, 901, 1509, 1034, 4), (836, 772, 967, 909, 5)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/674b0fd3-f247-4b7f-97f7-3e6c57c9ba9e.png","[(875, 588, 1008, 708, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/6ba5d0b8-cdc7-4266-9d78-db76faa312e9.png","[(216, 881, 315, 997, 1), (1435, 923, 1545, 1043, 1), (1136, 1083, 1265, 1185, 1), (874, 475, 990, 599, 6), (555, 71, 672, 191, 4), (69, 308, 190, 443, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/ef1419e0-3a3a-458a-b3b2-7efddac50404.png","[(424, 939, 555, 1110, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/f3bd0fcc-647d-4ca0-8c43-a16bd6ea3878.png","[(668, 274, 801, 427, 1), (116, 197, 272, 343, 3), (1325, 344, 1434, 484, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/04fb49a2-07b8-4cdf-b6f7-df5c3688e5f8.png","[(1076, 989, 1192, 1115, 4), (321, 600, 440, 731, 4), (779, 369, 893, 504, 4), (465, 154, 591, 286, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/c0c3041f-78cd-46de-8e36-0a7dad0c04c4.png","[(535, 441, 692, 582, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/a1669b59-fe09-4fe6-ba9f-06bec6725502.png","[(616, 488, 735, 619, 1), (324, 2, 467, 131, 1), (57, 927, 179, 1079, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/a824b499-3736-4581-bbdc-be1b3b4cf756.png","[(1205, 836, 1342, 980, 1), (315, 290, 471, 450, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/93f7e207-0d8e-47f8-8258-09a0e03dbdd6.png","[(775, 372, 932, 525, 1), (353, 650, 458, 781, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/c4d34e35-4db2-41de-ba77-1a94aa9ef788.png","[(723, 243, 840, 379, 1), (382, 694, 512, 826, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/f1872d08-f8a6-4b21-aa29-f56bbf607883.png","[(1253, 946, 1371, 1080, 4), (371, 443, 501, 566, 3), (116, 84, 255, 194, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/14005767-9296-4b48-8a9d-bbe9b2040005.png","[(1282, 374, 1393, 510, 6), (216, 520, 347, 650, 3), (299, 383, 398, 526, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/abf4cf2a-4532-4772-9f0f-9e123cc1713d.png","[(684, 558, 832, 704, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/8ad7ba46-5db8-4ba9-b3e0-3cac52f7efc3.png","[(452, 356, 583, 495, 3), (1247, 804, 1370, 933, 1), (779, 315, 904, 431, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/4fac16e1-8e62-499b-a66b-c4c890372914.png","[(764, 572, 912, 720, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/51f6463c-1622-4c0d-8482-b864e0ed2e74.jpg","[(701, 1104, 867, 1251, 1), (838, 815, 1010, 955, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/984caf56-f400-4a29-be97-a4d6b9d1468d.png","[(541, 269, 692, 418, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/61575482-91e1-4db9-83c7-687b7ddbbfc4.png","[(241, 693, 367, 827, 1), (1079, 727, 1203, 854, 1), (1260, 351, 1378, 492, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/b87fb62d-2c36-4f68-aba9-37fcd7d46eef.png","[(644, 516, 766, 629, 1), (1079, 375, 1200, 514, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/f1f9df6d-c4cb-4b42-9ca2-8fb47b1b0e91.png","[(1407, 604, 1534, 791, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/e726dac6-f962-449c-acff-4dd56847b685.png","[(782, 406, 910, 551, 1), (1322, 973, 1442, 1087, 1), (1322, 603, 1534, 744, 1), (357, 325, 475, 458, 1), (809, 777, 935, 875, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/ec301f62-1302-4407-96f9-fcfe45c150ae.png","[(495, 813, 622, 991, 2), (267, 92, 381, 269, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/b59dc3a0-3d54-4e3b-a485-33b3e43966de.png","[(387, 307, 512, 519, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/07d15855-eb9b-46a9-b894-7cfe4d097826.png","[(119, 570, 249, 705, 4), (1359, 565, 1486, 689, 3), (532, 608, 663, 730, 1), (127, 917, 237, 1056, 1), (1181, 207, 1335, 413, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/dbdfad64-110c-421f-a1c7-f68fd9e82d67.png","[(1084, 1002, 1195, 1124, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/37e072a6-000d-4773-8d9f-d66b60ace668.png","[(1132, 226, 1291, 341, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/edd09b2e-2673-4405-8ac0-e476e003e96a.png","[(837, 1037, 956, 1170, 2), (429, 27, 583, 204, 2), (832, 381, 941, 520, 3), (706, 847, 857, 993, 1), (1365, 418, 1519, 599, 1), (646, 937, 792, 1085, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/be6fe358-dee1-4dcf-9b0d-5d8612aba577.png","[(696, 32, 826, 172, 5), (690, 748, 802, 870, 3), (155, 467, 283, 607, 4), (1324, 133, 1453, 284, 3), (665, 1030, 808, 1166, 3), (744, 350, 868, 482, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/36569710-a574-40be-ad42-897a6e74a128.png","[(237, 488, 364, 631, 1), (466, 280, 584, 415, 1), (1166, 73, 1390, 208, 1), (1093, 661, 1232, 789, 1), (1020, 866, 1147, 967, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/a15e0fa8-2620-4f66-896e-175115c9dc3d.png","[(1211, 1035, 1310, 1132, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/e597f7ce-46c6-4dce-9063-50a2703fdd45.png","[(1361, 368, 1474, 488, 4), (1104, 514, 1213, 625, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/6f4ffe7b-395f-41ea-ad61-df5e0cbd531c.png","[(672, 281, 799, 414, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/ad36bd67-594b-4f63-93e3-886af0bc618e.png","[(172, 760, 329, 880, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/9842445c-5899-4189-9f2e-3a3a179fdad3.png","[(758, 124, 879, 268, 3), (1276, 983, 1401, 1108, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/f68ae8e9-e760-4106-88e0-4bdef2785f06.png","[(330, 261, 470, 401, 1), (104, 573, 252, 680, 1), (222, 417, 331, 562, 1), (560, 214, 687, 366, 1), (1377, 383, 1482, 509, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/2bed2796-75a9-4d93-bb2d-e3ccbe1a5cbe.png","[(789, 460, 912, 604, 1), (183, 736, 276, 830, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/c4494d4f-732f-431a-8a9d-62403f0b74fe.png","[(1090, 280, 1211, 392, 4), (1400, 476, 1541, 596, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/fbc1f360-4382-48bb-a32e-3f5f2f9dbe57.png","[(786, 74, 911, 209, 1), (998, 947, 1137, 1063, 6), (1409, 577, 1577, 729, 1), (1, 725, 131, 843, 4), (252, 367, 376, 483, 4), (242, 462, 363, 560, 4), (186, 947, 342, 1135, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/8939e14b-fcdf-48b1-acb9-6514a2fc2fc0.png","[(1394, 548, 1500, 651, 3), (761, 453, 890, 579, 1), (1367, 189, 1496, 307, 1), (21, 561, 176, 701, 1), (931, 622, 1097, 759, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/4d0a1598-e4dd-45c4-8a90-dd7c780fe1da.png","[(843, 851, 960, 965, 1), (942, 211, 1067, 290, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/4767bfcc-fe87-4962-8c40-6ce8d9363cdf.png","[(1162, 1019, 1327, 1151, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/e36cb882-c6d0-4467-812e-d18c169a9a47.png","[(215, 782, 328, 906, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/1345dc89-a3d9-4b71-8a75-b3bff01ba518.png","[(528, 70, 676, 219, 3), (286, 514, 432, 656, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/e640ae51-cbf1-4a84-b7cf-d38b17f59c2f.png","[(211, 979, 334, 1097, 1), (1187, 310, 1333, 434, 1), (1362, 516, 1480, 692, 6)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/b6573be3-9e04-49c3-9f48-6a145d065363.png","[(1366, 979, 1496, 1103, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/036e008f-07a1-4e92-899d-1822dc390ccb.png","[(244, 410, 374, 539, 3), (792, 455, 923, 590, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/56a57a8d-c9b9-432a-a3b0-32a09355806c.png","[(178, 466, 318, 612, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/e02edd82-c424-4dee-98a7-575640655d9b.png","[(562, 447, 700, 583, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/6b2ff7ca-c5b3-415c-9481-7b14efc6d7ef.png","[(714, 221, 842, 420, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/b6364a57-72a9-43f3-8d02-9f53a992dc95.png","[(1238, 400, 1366, 537, 1), (440, 994, 570, 1111, 1), (48, 159, 183, 288, 1), (1357, 607, 1514, 721, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/1f8edb2a-40bc-4beb-aa6b-884d2473df0f.png","[(272, 920, 419, 1078, 5)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/8111cff9-4c04-448e-990b-9d5010f7be56.jpg","[(296, 216, 470, 379, 1), (274, 361, 445, 528, 1), (1528, 280, 1695, 435, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/61dfc937-a428-44b4-94fb-d682bdb8dff0.png","[(455, 595, 575, 725, 1), (835, 847, 950, 974, 6), (132, 180, 247, 323, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/4876c9d0-b386-48fb-84e8-91bf87529161.png","[(206, 765, 322, 891, 4), (1013, 875, 1117, 1019, 1), (701, 157, 796, 308, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/dd7142e4-2d86-4170-a41f-e825743e8907.png","[(1292, 97, 1432, 219, 5), (124, 364, 267, 494, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/ff1b23d0-3cef-459b-b81f-39bfcdb6526f.png","[(334, 675, 459, 802, 1), (424, 38, 549, 162, 1), (241, 1029, 377, 1161, 1), (518, 121, 729, 227, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/56077789-8580-41b4-89d6-deea227e5c60.png","[(583, 403, 711, 545, 1), (418, 714, 563, 842, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/8a4aadac-cf5c-4a79-b875-271b3fbfd230.png","[(770, 314, 927, 434, 6), (159, 447, 300, 580, 6)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/bc832bde-d3ea-4a8e-be90-7a3329dcc314.png","[(694, 797, 824, 965, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/c3215597-a032-46be-9058-d6de1e5191d7.png","[(1258, 865, 1425, 1020, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/883d9731-a04d-4f84-83c9-d3bef954759d.png","[(85, 287, 205, 414, 2), (1196, 855, 1347, 993, 5), (1380, 801, 1502, 997, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/0154dd8e-72f8-4d78-a4dd-93e139577bd1.png","[(210, 856, 335, 968, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/877d5e7f-19b6-40e7-81bd-c92f25e72503.png","[(663, 774, 814, 939, 1), (532, 258, 673, 428, 6)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/a7c3c52f-3b40-4c92-a212-df9462cf25d8.png","[(1205, 283, 1303, 378, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/a6fe423a-5204-4378-bcfa-d6d298a3e9aa.png","[(861, 503, 977, 639, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/dedbb10c-43f1-45fb-bb40-3ce2fb874015.png","[(324, 144, 447, 271, 4), (968, 524, 1083, 638, 4), (1045, 1008, 1182, 1133, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/255d5f0c-87fc-4337-bb51-07c440df4f1b.png","[(238, 204, 392, 340, 2), (1297, 744, 1426, 923, 1), (622, 397, 763, 553, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/efb85f8e-c780-4a19-b6ce-555a154b0d10.jpg","[(1671, 1104, 1881, 1264, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/a74b6d6a-7e04-40ac-9292-d62f13f7ded3.png","[(287, 774, 402, 896, 6), (563, 802, 692, 910, 3), (1151, 469, 1245, 654, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/3cdcb09b-6a8c-43ca-b1d0-c1a289202f65.png","[(516, 148, 644, 257, 1), (676, 75, 800, 222, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/f97c7c87-5e27-45ea-9f93-3285d74091de.png","[(673, 536, 797, 662, 4), (295, 485, 415, 598, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/8e1e0fd3-52fb-4ebb-82de-67bbd66fcf4d.jpg","[(1594, 1096, 1725, 1215, 4), (1176, 896, 1308, 1035, 4), (1340, 2, 1502, 133, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/6e39fb0a-aa41-4b16-b783-7589e97bf289.png","[(637, 786, 827, 918, 2), (824, 314, 1010, 461, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/d09eed76-e09b-4d90-b8f0-5a801beae41c.png","[(339, 321, 489, 465, 5)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/f20a4fcf-ea8e-4c14-883d-d26a9e08ce25.png","[(422, 378, 596, 520, 6)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/d1617cf7-eb56-42ee-85af-66c4748753c0.png","[(500, 901, 668, 1059, 2)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/3722d213-f2a9-46d5-aa76-9183b443e455.png","[(429, 860, 576, 1007, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/27cdd837-e40f-491e-8adb-61e493189832.png","[(1254, 688, 1413, 833, 1), (302, 733, 427, 876, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/5f491efd-a21c-4a80-aaba-70b8876238ac.png","[(1390, 715, 1545, 824, 1), (267, 593, 423, 714, 3), (311, 815, 445, 971, 6), (1303, 1011, 1456, 1112, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/50715879-2300-4dba-8f4a-3314ff8cfcce.png","[(916, 674, 1045, 796, 1), (531, 988, 663, 1113, 1), (14, 550, 147, 691, 1), (625, 451, 848, 628, 5), (1439, 300, 1593, 420, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/003a89b0-a095-417a-8dd6-f408339bbc68.png","[(469, 238, 631, 408, 2), (929, 790, 1050, 954, 3)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/f32b21ae-5ca7-490b-bc40-6db9396d933c.png","[(1250, 511, 1382, 633, 3), (1352, 913, 1473, 1037, 3), (70, 824, 195, 956, 1), (1287, 1042, 1419, 1167, 1), (1423, 739, 1547, 857, 6), (1424, 169, 1550, 296, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/1574565f-f45b-4160-947e-25ce1a81aaca.png","[(791, 144, 928, 290, 1), (572, 747, 766, 962, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/5a2447bf-a92b-4a47-a384-4b2ff020ecdc.jpg","[(744, 305, 876, 430, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/587e5464-d70b-4279-8562-010279f6efbd.png","[(1406, 423, 1517, 554, 4), (1273, 365, 1390, 490, 4), (1019, 837, 1142, 961, 4)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/b78ba2c8-ecb3-45b2-9cda-2c8088fa95d1.png","[(1426, 220, 1556, 357, 2), (418, 174, 551, 300, 2), (39, 232, 159, 380, 6)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/58594235-0d32-4a4e-91cd-4c800eaaaa73.png","[(830, 571, 964, 686, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/d8632217-ec33-4d0a-98e6-427824c58869.png","[(738, 112, 871, 248, 1), (970, 548, 1112, 681, 1), (23, 95, 152, 242, 1), (131, 165, 288, 281, 1), (172, 342, 299, 442, 1), (524, 394, 641, 582, 1), (968, 546, 1110, 678, 1), (1342, 165, 1441, 281, 5), (1439, 190, 1523, 295, 5)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/b62d47f9-2ff5-4902-abdc-b3610acfc7ba.png","[(698, 916, 827, 1038, 1), (409, 778, 553, 888, 6), (155, 287, 290, 430, 3), (1338, 204, 1475, 321, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/0ab56f9a-846d-49e2-a617-c6cc477fdfad.png","[(818, 481, 1000, 731, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/c742ee2c-6814-46cd-af56-ae87bb9972f4.png","[(918, 768, 1026, 872, 1), (589, 625, 732, 764, 5), (1311, 985, 1429, 1111, 3), (1417, 570, 1553, 673, 1)]"
"/storage/hpc/group/kazic-lab/NN/malaria/images/9ecf2006-8d49-4ae8-a14b-ed8b3b14ee7c.png","[(875, 629, 1010, 759, 2)]"
